object_id;source_topology_id;java_area;julia_area;java_Ri_PAR_0_q;julia_Ri_PAR_0_q;java_Ri_PAR_q;julia_Ri_PAR_q;java_Ri_custom_0_q;julia_Ri_custom_0_q;java_Ri_custom_q;julia_Ri_custom_q;absdiff_Ri_PAR_q;reldiff_Ri_PAR_q
-1;40;0.00390625;0.00390625;70.31249907424213;70.31250183331126;70.31249907424213;70.31250183331126;70.31249907424213;70.31250183331126;70.31249907424213;70.31250183331126;2.759069133162484e-6;3.924009485495909e-8
-1;41;0.00390625;0.00390625;69.8726705040975;69.87267292726172;69.9083674204015;69.90836984548739;69.87267050409748;69.87267292726172;69.90836742040149;69.90836984548739;2.4250858814411913e-6;3.468949384639003e-8
-1;42;0.00390625;0.00390625;66.49283144486907;66.49283479769176;66.70349572227903;66.70349908586735;66.49283144486907;66.49283479769176;66.70349572227903;66.70349908586735;3.363588319871269e-6;5.042596768654551e-8
-1;43;0.00390625;0.00390625;69.80358039623496;69.80358378492545;69.9179261862169;69.91792958325316;69.80358039623496;69.80358378492545;69.91792618621689;69.91792958325316;3.397036252295038e-6;4.8586055645407637e-8
-1;44;0.00390625;0.00390625;69.84971932922485;69.84972368889115;69.89255562878967;69.89255999076195;69.84971932922484;69.84972368889115;69.89255562878967;69.89255999076195;4.361972287370008e-6;6.240968366555557e-8
-1;45;0.00390625;0.00390625;68.88181717005831;68.88182004606071;69.13691276053392;69.13691565083077;68.88181717005831;68.88182004606071;69.13691276053392;69.13691565083077;2.8902968551847152e-6;4.180540813553091e-8
-1;46;0.00390625;0.00390625;69.99107627342572;69.9910805479916;70.04831717784523;70.0483214572123;69.99107627342572;69.9910805479916;70.04831717784523;70.0483214572123;4.27936706159926e-6;6.10916469375617e-8
-1;47;0.00390625;0.00390625;70.25892653855756;70.25893009133198;70.2631043518452;70.26310790510587;70.25892653855755;70.25893009133198;70.26310435184519;70.26310790510587;3.5532606688093438e-6;5.057078962831267e-8
-1;48;0.00390625;0.00390625;69.43515205814498;69.43515639491947;69.47084897444898;69.47085331314514;69.43515205814496;69.43515639491947;69.47084897444897;69.47085331314514;4.3386961579017225e-6;6.245347828551041e-8
-1;49;0.00390625;0.00390625;68.64397641435362;68.64397990874893;68.74009354670234;68.74009704692531;68.6439764143536;68.64397990874893;68.74009354670233;68.74009704692531;3.5002229736846857e-6;5.091967137499774e-8
