step_number;date;hour_start;hour_end;temperature;relativeHumidity;clearness;wind;step_duration;sun_elevation;sun_azimut;atmosphereCO2_ppm
0;2016/06/12;08:00:00;08:30:00;14.0;70.0;0.02647122482650304;1.0;1800.0;36.57687992255824;71.9887418843211;400.0
